FBgn0031081,Neprilysin 3,CG9565,Dmel\Nep3,dNEP3
FBgn0035414,,CG14965,Dmel\CG14965,
FBgn0035410,,CG14964,Dmel\CG14964,
FBgn0035409,,CG14963,Dmel\CG14963,
FBgn0035407,ASCIZ zinc finger protein,CG14962,Dmel\Asciz,dASCIZ
FBgn0035402,Ubiquitin specific protease 5,CG12082,Dmel\Usp5,"leon, DmUSP5"
FBgn0035400,,CG11537,Dmel\CG11537,
FBgn0026189,prominin-like,CG7740,Dmel\promL,
FBgn0052273,transfer RNA:Methionine-CAT 2-1,CR32273,Dmel\tRNA:Met-CAT-2-1,
FBgn0035398,Chitinase 7,CG1869,Dmel\Cht7,
FBgn0052272,transfer RNA:Lysine-CTT 1-13,CR32272,Dmel\tRNA:Lys-CTT-1-13,
FBgn0005640,Ecdysone-induced protein 63E,CG10579,Dmel\Eip63E,"L63, PFTAIRE, cdc2-63E"
FBgn0035452,,CG10359,Dmel\CG10359,
FBgn0035453,,CG10357,Dmel\CG10357,
FBgn0035455,,CG10862,Dmel\CG10862,
FBgn0040694,,CG14974,Dmel\CG14974,
FBgn0001254,Ecdysone-inducible gene E2,CG1934,Dmel\ImpE2,IMP-E2
FBgn0052267,,CG32267,Dmel\CG32267,
FBgn0035449,,CG14971,Dmel\CG14971,
FBgn0026259,eukaryotic translation initiation factor 5B,CG10840,Dmel\eIF5B,"cIF2, dIF2, IF2, eukaryotic initiation factor 5B, cytoplasmic Initiation Factor 2"
FBgn0014388,sprouty,CG1921,Dmel\sty,"spry, Sry"
FBgn0052266,,CG32266,Dmel\CG32266,
FBgn0035462,Integrator 10,CG1120,Dmel\IntS10,
FBgn0035464,Phosphatidylinositol glycan anchor biosynthesis class B,CG12006,Dmel\PIG-B,
FBgn0004888,Succinyl-coenzyme A synthetase α subunit 1,CG1065,Dmel\Scsα1,"Scsalpha, Scsα, Succinyl coenzyme A synthetase α subunit"
FBgn0004875,encore,CG10847,Dmel\enc,
FBgn0064227,Red herring,CG14975,Dmel\Rdh,
FBgn0013751,Arrowhead,CG1072,Dmel\Awh,l(3)63Ea
FBgn0026592,Fire exit,CG1079,Dmel\Fie,
FBgn0035469,,CG14977,Dmel\CG14977,
FBgn0035471,Sc2,CG10849,Dmel\Sc2,"l(3)05634, l(3)63Eb, dSc2"
FBgn0041147,imaginal discs arrested,CG10850,Dmel\ida,"APC5, l(3)63Fb"
FBgn0004910,Ecdysone-induced protein 63F 1,CG15855,Dmel\Eip63F-1,E63-1
FBgn0035473,maggie,CG14981,Dmel\mge,l(3)63Fc
FBgn0035470,"Caffeine, calcium, zinc sensitivity 1",CG14980,Dmel\Ccz1,
FBgn0035468,Gustatory receptor 63a,CG14979,Dmel\Gr63a,Gr63F1
FBgn0015585,Accessory gland protein 63F,CG10852,Dmel\Acp63F,Acp63F/64A
FBgn0052263,,CG32263,Dmel\CG32263,
FBgn0052262,,CG32262,Dmel\CG32262,
FBgn0035461,nutcracker,CG10855,Dmel\ntc,FBXO7
FBgn0052264,,CG32264,Dmel\CG32264,
FBgn0035458,pickpocket 27,CG10858,Dmel\ppk27,
FBgn0035490,,CG1136,Dmel\CG1136,
FBgn0042179,UDP-glycosyltransferase family 305 member A1,CG18869,Dmel\Ugt305A1,
FBgn0000449,disembodied,CG12028,Dmel\dib,"Cyp302a1, cytochrome P450"
FBgn0052259,,CG32259,Dmel\CG32259,
FBgn0035495,,CG14989,Dmel\CG14989,
FBgn0035496,,CG14990,Dmel\CG14990,SPH97
FBgn0035498,Fermitin 1,CG14991,Dmel\Fit1,
FBgn0028484,Activated Cdc42 kinase,CG14992,Dmel\Ack,"DACK, p145"
FBgn0003206,Ras oncogene at 64B,CG1167,Dmel\Ras64B,"Ras2, Ras, Dras2, Dmras64B, ras-2"
FBgn0004552,Adipokinetic hormone,CG1171,Dmel\Akh,"Drm-AKH, dAkh"
FBgn0052260,,CG32260,Dmel\CG32260,
FBgn0035501,,CG1299,Dmel\CG1299,SP18
FBgn0040696,,CG18675,Dmel\CG18675,
FBgn0003710,temperature-induced paralytic E,CG1232,Dmel\tipE,
FBgn0035513,Cuticular protein 64Ad,CG1259,Dmel\Cpr64Ad,
FBgn0035515,,CG14997,Dmel\CG14997,
FBgn0011692,pavarotti,CG1258,Dmel\pav,"Pav-KLP, 2A12, Pavarotti-KLP, Pavarotti KLP, Mklp1"
FBgn0035517,,CG1265,Dmel\CG1265,
FBgn0035519,,CG1309,Dmel\CG1309,
FBgn0035521,Vacuolar H+ ATPase M9.7 subunit a,CG1268,Dmel\VhaM9.7-a,
FBgn0035522,,CG1273,Dmel\CG1273,
FBgn0035523,Choline transporter-like 1,CG1311,Dmel\Ctl1,
FBgn0035526,,CG1316,Dmel\CG1316,
FBgn0015829,Transcription factor IIEβ,CG1276,Dmel\TfIIEβ,"TFIIE, TFIIbeta"
FBgn0041630,Hexosaminidase 1,CG1318,Dmel\Hexo1,
FBgn0035529,Ferredoxin 2,CG1319,Dmel\Fdx2,
FBgn0035528,,CG15012,Dmel\CG15012,
FBgn0035524,,CG11583,Dmel\CG11583,
FBgn0035520,,CG11586,Dmel\CG11586,
FBgn0035518,,CG15011,Dmel\CG15011,
FBgn0041171,archipelago,CG15010,Dmel\ago,
FBgn0001257,Ecdysone-inducible gene L2,CG15009,Dmel\ImpL2,"Imp-L2, Imaginal morphogenesis protein-Late 2, ImpL-2"
FBgn0052252,antisense RNA:CR32252,CR32252,Dmel\asRNA:CR32252,
FBgn0035512,Cuticular protein 64Ac,CG15008,Dmel\Cpr64Ac,
FBgn0035511,Cuticular protein 64Ab,CG15007,Dmel\Cpr64Ab,
FBgn0035510,Cuticular protein 64Aa,CG15006,Dmel\Cpr64Aa,
FBgn0035508,,CG15005,Dmel\CG15005,
FBgn0028664,Vacuolar H+ ATPase M9.7 subunit c,CG11589,Dmel\VhaM9.7-c,VhaM9.7-1
FBgn0040697,tipE homolog 3,CG18676,Dmel\Teh3,
FBgn0035505,tipE homolog 2,CG15004,Dmel\Teh2,
FBgn0035504,tipE homolog 4,CG15003,Dmel\Teh4,
FBgn0011653,masquerade,CG15002,Dmel\mas,
FBgn0004574,Ras opposite,CG15811,Dmel\Rop,"l(3)64Ah, cs1, Unc18"
FBgn0035499,Chd64,CG14996,Dmel\Chd64,
FBgn0004516,Glutamic acid decarboxylase 1,CG14994,Dmel\Gad1,"Gad, glutamic acid decarboxylase, DGad1, glutamatic acid decarboxylase, l(3)64An"
FBgn0016013,Fumarylacetoacetase,CG14993,Dmel\Faa,l(3)64Al
FBgn0024179,wishful thinking,CG10776,Dmel\wit,"l(3)64Aa, STK-D, SE20"
FBgn0035491,Dpy-30-like 2,CG11591,Dmel\Dpy-30L2,
FBgn0035488,,CG11593,Dmel\CG11593,
FBgn0052251,Claspin,CG32251,Dmel\Claspin,
FBgn0052250,Peroxisomal Membrane Protein 34,CG32250,Dmel\PMP34,
FBgn0035534,mitochondrial ribosomal protein S6,CG15016,Dmel\mRpS6,
FBgn0035539,slowdown,CG7447,Dmel\slow,blr
FBgn0035540,Syntaxin 17,CG7452,Dmel\Syx17,Syntaxin
FBgn0035542,Diabetes and obesity regulated,CG11347,Dmel\DOR,dDOR
FBgn0035543,,CG15020,Dmel\CG15020,
FBgn0000038,nicotinic Acetylcholine Receptor β1,CG11348,Dmel\nAChRβ1,"ARD, nAcRβ-64B, Dβ1, nAcRbeta-64B, nAChR"
FBgn0035544,,CG15021,Dmel\CG15021,
FBgn0035545,,CG12607,Dmel\CG12607,
FBgn0052249,,CG32249,Dmel\CG32249,
FBgn0052248,,CG32248,Dmel\CG32248,
FBgn0035550,,CG11349,Dmel\CG11349,
FBgn0035551,,CG7465,Dmel\CG7465,
FBgn0035552,,CG11350,Dmel\CG11350,
FBgn0035557,,CG11353,Dmel\CG11353,
FBgn0035558,,CG11357,Dmel\CG11357,
FBgn0052246,,CG32246,Dmel\CG32246,
FBgn0015805,Histone deacetylase 1,CG7471,Dmel\HDAC1,"Rpd3, dHDAC1, dRPD3, HDAC, Su(var)326"
FBgn0035563,,CG13716,Dmel\CG13716,
FBgn0052243,,CG32243,Dmel\CG32243,
FBgn0014073,Tie-like receptor tyrosine kinase,CG7525,Dmel\Tie,"RTK, DPR1"
FBgn0035555,,CG13720,Dmel\CG13720,
FBgn0035554,,CG13721,Dmel\CG13721,
FBgn0035553,,CG13722,Dmel\CG13722,
FBgn0052241,,CG32241,Dmel\CG32241,
FBgn0040699,,CG15024,Dmel\CG15024,
FBgn0035548,,CG15023,Dmel\CG15023,
FBgn0035547,,CG15022,Dmel\CG15022,
FBgn0035546,,CG11345,Dmel\CG11345,
FBgn0035541,,CG15019,Dmel\CG15019,
FBgn0052240,,CG32240,Dmel\CG32240,
FBgn0035538,Dopamine/Ecdysteroid receptor,CG18314,Dmel\DopEcR,"DmDopEcR, dop"
FBgn0035537,,CG11342,Dmel\CG11342,
FBgn0035533,Cdc42-interacting protein 4,CG15015,Dmel\Cip4,
FBgn0035532,,CG15014,Dmel\CG15014,
FBgn0066365,dusky-like,CG15013,Dmel\dyl,
FBgn0052238,Tubulin tyrosine ligase-like 1B,CG32238,Dmel\TTLL1B,
FBgn0035574,Rho guanine nucleotide exchange factor at 64C,CG32239,Dmel\RhoGEF64C,"Gef64C, RhoGEF, Guanine nucleotide exchange factor GEF64C"
FBgn0042199,,CG13713,Dmel\CG13713,
FBgn0035572,,CG13711,Dmel\CG13711,
FBgn0027085,"Leucyl-tRNA synthetase, mitochondrial",CG7479,Dmel\LeuRS-m,"Aats-leu, LeuRS"
FBgn0035581,"dynein, axonemal, heavy chain 3",CG17150,Dmel\Dnah3,
FBgn0035582,,CG13705,Dmel\CG13705,
FBgn0035583,,CG13704,Dmel\CG13704,
FBgn0028699,Rh50,CG7499,Dmel\Rh50,
FBgn0047330,,CG32235,Dmel\CG32235,
FBgn0052237,,CG32237,Dmel\CG32237,
FBgn0035578,,CG13707,Dmel\CG13707,
FBgn0035577,,CG13708,Dmel\CG13708,
FBgn0042131,,CG18808,Dmel\CG18808,
FBgn0035575,,CG7509,Dmel\CG7509,
FBgn0035571,,CG12493,Dmel\CG12493,
FBgn0035570,,CG13712,Dmel\CG13712,
FBgn0035569,,CG15876,Dmel\CG15876,
FBgn0035568,,CG18418,Dmel\CG18418,
FBgn0035567,,CG7514,Dmel\CG7514,
FBgn0046793,,CG32236,Dmel\CG32236,
FBgn0035585,"ATP synthase, coupling factor 6-like",CG12027,Dmel\ATPsynCF6L,
FBgn0052232,,CG32232,Dmel\CG32232,
FBgn0035584,,CG17030,Dmel\CG17030,
FBgn0005775,Connectin,CG7503,Dmel\Con,conn
FBgn0030234,,CG15211,Dmel\CG15211,
FBgn0040850,,CG15210,Dmel\CG15210,
FBgn0030237,,CG15209,Dmel\CG15209,
FBgn0030239,,CG17333,Dmel\CG17333,
FBgn0030240,,CG2202,Dmel\CG2202,
FBgn0030243,,CG2186,Dmel\CG2186,
FBgn0030244,,CG2157,Dmel\CG2157,
FBgn0030247,,CG15208,Dmel\CG15208,lincRNA.977
FBgn0003965,vermilion,CG2155,Dmel\v,"vermillion, TDO, Tryptophan 2,3-dioxygenase"
FBgn0030251,,CG2145,Dmel\CG2145,
FBgn0030257,"SET and MYND domain containing, arthropod-specific, member 4",CG11160,Dmel\SmydA-4,
FBgn0030261,,CG15203,Dmel\CG15203,
FBgn0030260,,CG1537,Dmel\CG1537,
FBgn0030259,,CG1545,Dmel\CG1545,
FBgn0030258,,CG1552,Dmel\CG1552,
FBgn0021742,C901,CG1567,Dmel\C901,
FBgn0052670,Rab at 9Fb,CG32670,Dmel\Rab9Fb,"DmRabX3, RabX3"
FBgn0052671,Rab at 9Fa,CG32671,Dmel\Rab9Fa,DmRabX3
FBgn0030246,,CG1582,Dmel\CG1582,
FBgn0017561,Open rectifier K+ channel 1,CG1615,Dmel\Ork1,"dORK, KCNK0, dORK1, d-ORK1, Open rectifier K+ channel 1"
FBgn0030245,,CG1637,Dmel\CG1637,
FBgn0030242,sister of feo,CG1655,Dmel\sofe,
FBgn0030241,fascetto,CG11207,Dmel\feo,"l(1)BP1, l(1)9Fe, PRC1, Q54"
FBgn0003321,small bristles,CG1664,Dmel\sbr,"l(1)ts403, NXF1, nuclear export factor 1, DmNXF1"
FBgn0052669,,CG32669,Dmel\CG32669,
FBgn0003360,stress-sensitive B,CG16944,Dmel\sesB,"ANT, l(1)S12, Adenine nucleotide translocase, A/A-T/sesB, S12"
FBgn0025111,Adenine nucleotide translocase 2,CG1683,Dmel\Ant2,
FBgn0030263,,CG2076,Dmel\CG2076,
FBgn0027498,,CG2061,Dmel\CG2061,BcDNA:LD28247
FBgn0015245,Heat shock protein 60A,CG12101,Dmel\Hsp60A,"Hsp60, l(1)BP5, heat shock protein 60, Hsp 60, 12"
FBgn0028686,Regulatory particle triple-A ATPase 3,CG16916,Dmel\Rpt3,"p48A, l(1)G0052"
FBgn0030269,CDK2-associated protein 1,CG18292,Dmel\CDK2AP1,
FBgn0030271,,CG15202,Dmel\CG15202,
FBgn0030272,,CG15201,Dmel\CG15201,
FBgn0030274,l(3)mbt interacting protein 1,CG1908,Dmel\Lint-1,
FBgn0030276,Dynein light intermediate chain,CG1938,Dmel\Dlic,"Dlic2, l(1)G0065, dandelion clock, l(1)G0190"
FBgn0030278,,CG15200,Dmel\CG15200,
FBgn0030280,,CG11106,Dmel\CG11106,
FBgn0030283,,CG15198,Dmel\CG15198,
FBgn0030286,GTPase activating protein and VPS9 domains 1,CG1657,Dmel\Gapvd1,
FBgn0030290,,CG11756,Dmel\CG11756,
FBgn0030291,,CG1738,Dmel\CG1738,
FBgn0030292,,CG11752,Dmel\CG11752,
FBgn0030293,,CG1737,Dmel\CG1737,
FBgn0000499,dishevelled,CG18361,Dmel\dsh,"Disheveled, Dvl, l(1)10Bd, l(1)G0267"
FBgn0004864,hopscotch,CG1594,Dmel\hop,"JAK, Tum, l(1)hop, DmHD-160, l(1)10Be"
FBgn0030289,Glucosidase 1,CG1597,Dmel\GCS1,
FBgn0028421,Kinesin associated protein 3,CG11759,Dmel\Kap3,"DmKAP, Kap, kinesin-2"
FBgn0001491,lethal (1) 10Bb,CG1639,Dmel\l(1)10Bb,l(1)G0169
FBgn0003411,sisterless A,CG1641,Dmel\sisA,"sis-a, sis a"
FBgn0030277,,CG1394,Dmel\CG1394,
FBgn0026268,antdh,CG1386,Dmel\antdh,
FBgn0052668,,CG32668,Dmel\CG32668,
FBgn0020255,Ran,CG1404,Dmel\Ran,"l(1)G0075, Ran GTPase"
FBgn0030270,,CG15199,Dmel\CG15199,
FBgn0052667,short spindle 7,CG32667,Dmel\ssp7,
FBgn0030268,Kinesin-like protein at 10A,CG1453,Dmel\Klp10A,"DmKlp10A, kinesin-13"
FBgn0010391,Signal recognition particle receptor α,CG2522,Dmel\SrpRα,"Gtp-bp, GTP-binding protein"
FBgn0030266,,CG11122,Dmel\CG11122,
FBgn0027359,Tim8,CG1728,Dmel\Tim8,
FBgn0030296,,CG15196,Dmel\CG15196,
FBgn0001145,Glutamine synthetase 2,CG1743,Dmel\Gs2,GsII
FBgn0030300,Sphingosine kinase 1,CG1747,Dmel\Sk1,Sphk1
FBgn0030301,Heterochromatin protein 5,CG1745,Dmel\HP5,
FBgn0030304,Cyp4g15,CG11715,Dmel\Cyp4g15,
FBgn0030305,Ubiquitin-like activating enzyme 5,CG1749,Dmel\Uba5,Ubiquitin activating enzyme 5
FBgn0030306,Spase 25-subunit,CG1751,Dmel\Spase25,
FBgn0052666,Death-associated protein kinase related,CG32666,Dmel\Drak,
FBgn0030310,Peptidoglycan recognition protein SA,CG11709,Dmel\PGRP-SA,"seml, semmelweis"
FBgn0030311,,CG11699,Dmel\CG11699,
FBgn0030313,Receptor accessory protein like 1,CG11697,Dmel\Reepl1,
FBgn0030314,,CG11696,Dmel\CG11696,
FBgn0030316,,CG11695,Dmel\CG11695,
FBgn0019660,long non-coding RNA on the X 2,CR32665,Dmel\lncRNA:roX2,"roX2, roX, RNA on the X 2, RNA on the X2"
FBgn0002948,no distributive disjunction,CG1763,Dmel\nod,"l(1)TW6, DmNod"
FBgn0030318,rhomboid-4,CG1697,Dmel\rho-4,"rho4, DmRho4"
FBgn0030321,,CG1703,Dmel\CG1703,
FBgn0002723,Methoprene-tolerant,CG1705,Dmel\Met,"Rst(1)JH, DmMet, Resistance to Juvenile Hormone"
FBgn0004370,Protein tyrosine phosphatase 10D,CG1817,Dmel\Ptp10D,DPTP10D
FBgn0014133,bifocal,CG1822,Dmel\bif,
FBgn0030326,,CG2444,Dmel\CG2444,
FBgn0030323,Valette,CG2371,Dmel\Vlet,
FBgn0030320,,CG2247,Dmel\CG2247,
FBgn0030319,,CG2533,Dmel\CG2533,
FBgn0030317,Pinkman,CG1561,Dmel\pkm,
FBgn0000618,enhancer of yellow 2,CG15191,Dmel\e(y)2,"ENY2, LBC, late boundary complex"
FBgn0027259,kinetochore Mis12-Ndc80 network component 1,CG1558,Dmel\Kmn1,"Nsl1, l(1)G0237"
FBgn0003277,RNA polymerase II 215kD subunit,CG1554,Dmel\RpII215,"RNA polymerase II, Pol II, RNAPII, PolII, CTD"
FBgn0030309,,CG1572,Dmel\CG1572,
FBgn0030307,,CG33235,Dmel\CG33235,
FBgn0030298,Odorant receptor 10a,CG17867,Dmel\Or10a,
FBgn0045502,Gustatory receptor 10a,CG32664,Dmel\Gr10a,Gr10B1
FBgn0030297,Gustatory receptor 10b,CG12622,Dmel\Gr10b,Gr10B2
FBgn0030329,pretaporter,CG1837,Dmel\prtp,p47
FBgn0030330,Transport and Golgi organization 10,CG1841,Dmel\Tango10,
FBgn0030331,,CG15221,Dmel\CG15221,
FBgn0002577,miniature,CG9369,Dmel\m,
FBgn0030334,Karl,CG4139,Dmel\Karl,
FBgn0030339,Cyp28c1,CG1895,Dmel\Cyp28c1,
FBgn0030343,ATP7,CG1886,Dmel\ATP7,"DmATP7, lincRNA.S9122"
FBgn0030345,,CG1847,Dmel\CG1847,
FBgn0030347,,CG15739,Dmel\CG15739,
FBgn0030350,Selenoprotein G,CG1844,Dmel\SelG,"G-rich, SelK, dSelK"
FBgn0030351,,CG1840,Dmel\CG1840,
FBgn0030352,severe impairment of CI with lengthened youth,CG15738,Dmel\sicily,
FBgn0030360,,CG1806,Dmel\CG1806,
FBgn0030362,regucalcin,CG1803,Dmel\regucalcin,
FBgn0030361,,CG1492,Dmel\CG1492,
FBgn0001083,furrowed,CG1500,Dmel\fw,"wrinkled, wr"
FBgn0030359,,CG18130,Dmel\CG18130,
FBgn0003865,twisted gastrulation,CG1502,Dmel\tsg,
FBgn0000808,gastrulation-defective,CG1505,Dmel\gd,"fs(1)M18, fs(1)gd, SP186, fs(1)573"
FBgn0030358,,CG10362,Dmel\CG10362,
FBgn0030357,Sclp,CG2471,Dmel\Sclp,
FBgn0052660,long non-coding RNA:CR32660,CR32660,Dmel\lncRNA:CR32660,
FBgn0030356,long non-coding RNA:CR32661,CR32661,Dmel\lncRNA:CR32661,
FBgn0030354,Upf1 RNA helicase,CG1559,Dmel\Upf1,
FBgn0030349,,CG10353,Dmel\CG10353,
FBgn0030348,,CG10352,Dmel\CG10352,
FBgn0030346,BLOC-1 related complex subunit 5,CG11802,Dmel\BORCS5,
FBgn0030344,Nardilysin,CG2025,Dmel\Nrd1,
FBgn0030342,,CG10347,Dmel\CG10347,
FBgn0030341,p24-related-1,CG1967,Dmel\p24-1,p24
FBgn0030340,,CG15740,Dmel\CG15740,
FBgn0030338,,CG15741,Dmel\CG15741,
FBgn0001218,Heat shock 70-kDa protein cognate 3,CG4147,Dmel\Hsc70-3,"BiP, Hsc3, Hsc70, GRP78, Hsc-70-3"
FBgn0004511,dusky,CG9355,Dmel\dy,ala
FBgn0030332,,CG9360,Dmel\CG9360,
FBgn0030328,Amun,CG2446,Dmel\Amun,EP1503
FBgn0030327,"α1,6-fucosyltransferase",CG2448,Dmel\FucT6,Fuc-TVIII
FBgn0030364,LSM12 homolog a,CG15735,Dmel\Lsm12a,Lsm12
FBgn0030365,Transport and Golgi organization 4,CG1796,Dmel\Tango4,
FBgn0030369,Cyp318a1,CG1786,Dmel\Cyp318a1,
FBgn0052657,long non-coding RNA:CR32657,CR32657,Dmel\lncRNA:CR32657,
FBgn0040859,long non-coding RNA:CR32658,CR32658,Dmel\lncRNA:CR32658,
FBgn0030376,,CG2750,Dmel\CG2750,
FBgn0052655,,CG32655,Dmel\CG32655,
FBgn0030377,,CG1924,Dmel\CG1924,
FBgn0030375,,CG11356,Dmel\CG11356,
FBgn0030374,,CG15734,Dmel\CG15734,
FBgn0030373,moonshiner,CG12721,Dmel\moon,
FBgn0030370,Uch-L5-related,CG1950,Dmel\Uch-L5R,
FBgn0030367,Cyp311a1,CG1488,Dmel\Cyp311a1,
FBgn0030366,Ubiquitin-specific protease 7,CG1490,Dmel\Usp7,
FBgn0043001,Chromatin accessibility complex 16kD protein,CG15736,Dmel\Chrac-16,"CHRAC16, CHRAC, joey"
FBgn0030384,,CG2577,Dmel\CG2577,
FBgn0030386,,CG2574,Dmel\CG2574,
FBgn0030389,,CG15927,Dmel\CG15927,
FBgn0030394,Cuticular protein 11A,CG2560,Dmel\Cpr11A,
FBgn0002562,Larval serum protein 1 α,CG2559,Dmel\Lsp1α,"LSP-1α, Lsp1, LSP-1, DmeLSP1a, Larval serum protein 1 alpha"
FBgn0030396,,CG2556,Dmel\CG2556,
FBgn0030398,Cuticular protein 11B,CG2555,Dmel\Cpr11B,
FBgn0052654,Secretory 16,CG32654,Dmel\Sec16,dSec16
FBgn0030407,Folylpolyglutamate synthase,CG2543,Dmel\Fpgs,
FBgn0030408,,CG11085,Dmel\CG11085,
FBgn0030406,,CG1463,Dmel\CG1463,
FBgn0030403,,CG1824,Dmel\CG1824,
FBgn0030400,Protein interacting with Ttk69 and Sin3A,CG11138,Dmel\Pits,
FBgn0030395,"Meckel syndrome, type 1",CG15730,Dmel\Mks1,
FBgn0030391,Rab40,CG1900,Dmel\Rab40,DmRab40
FBgn0030390,,CG15731,Dmel\CG15731,
FBgn0052651,,CG32651,Dmel\CG32651,
FBgn0030385,Ionotropic receptor 11a,CG15732,Dmel\Ir11a,
FBgn0030409,,CG15728,Dmel\CG15728,
FBgn0030411,,CG2540,Dmel\CG2540,
FBgn0030412,Tomosyn,CG17762,Dmel\Tomosyn,
FBgn0015024,Casein kinase Iα,CG2028,Dmel\CkIα,"CK1, CK1α, CKI, CK I, CK1alpha"
FBgn0030417,,CG15725,Dmel\CG15725,
FBgn0030418,,CG4004,Dmel\CG4004,
FBgn0030421,1-Acylglycerol-3-phosphate O-acyltransferase 1,CG3812,Dmel\Agpat1,AGPAT2
FBgn0030425,Neprilysin 6,CG3775,Dmel\Nep6,
FBgn0030433,mitochondrial ribosomal protein L49,CG4647,Dmel\mRpL49,
FBgn0030435,,CG4645,Dmel\CG4645,
FBgn0030434,BRMS1 transcriptional repressor,CG4400,Dmel\Brms1,dBrms1
FBgn0030432,,CG4404,Dmel\CG4404,
FBgn0030431,,CG4407,Dmel\CG4407,
FBgn0052649,Coenzyme Q8,CG32649,Dmel\Coq8,
FBgn0052650,,CG32650,Dmel\CG32650,
FBgn0030429,,CG4661,Dmel\CG4661,
FBgn0052647,,CG32647,Dmel\CG32647,
FBgn0030420,,CG12717,Dmel\CG12717,
FBgn0020513,PAICS bifunctional enzyme,CG3989,Dmel\Paics,"ade5, AIRc-SAICARs, AIR-carboxylase-SAICAR synthetase"
FBgn0030410,Apoptosis and caspase activation inhibitor,CG15727,Dmel\Aven,
FBgn0052642,,CG32642,Dmel\CG32642,
FBgn0052644,Mucin related 11Da,CG32644,Dmel\Mur11Da,
FBgn0030438,,CG15721,Dmel\CG15721,
FBgn0052643,,CG32643,Dmel\CG32643,
FBgn0030441,,CG2209,Dmel\CG2209,
FBgn0030447,,CG2200,Dmel\CG2200,
FBgn0030451,,CG15717,Dmel\CG15717,
FBgn0030452,Major Facilitator Superfamily Transporter 10,CG4330,Dmel\MFS10,
FBgn0052645,,CG32645,Dmel\CG32645,
FBgn0030456,,CG4332,Dmel\CG4332,
FBgn0030457,,CG12096,Dmel\CG12096,
FBgn0052640,,CG32640,Dmel\CG32640,
FBgn0052641,,CG32641,Dmel\CG32641,
FBgn0029133,Proteasome regulator gamma,CG1591,Dmel\REG,dREG
FBgn0004456,multiple edematous wings,CG1771,Dmel\mew,"αPS1, αPS1, PS1, PS1α, αPS1 integrin"
FBgn0030462,,CG15742,Dmel\CG15742,
FBgn0052639,,CG32639,Dmel\CG32639,
FBgn0030460,Coenzyme Q5,CG2453,Dmel\Coq5,
FBgn0030459,,CG12723,Dmel\CG12723,
FBgn0025463,Brahma associated protein 60kD,CG4303,Dmel\Bap60,
FBgn0030455,,CG4318,Dmel\CG4318,
FBgn0052638,,CG32638,Dmel\CG32638,
FBgn0030449,Ferritin 3 heavy chain homologue,CG4349,Dmel\Fer3HCH,
FBgn0010303,hemipterous,CG4353,Dmel\hep,"JNKK, MKK7, hp, JNK kinase, HEP/MKK7"
FBgn0030443,,CG12715,Dmel\CG12715,
FBgn0030440,,CG15719,Dmel\CG15719,
FBgn0030439,,CG12716,Dmel\CG12716,
FBgn0030437,hector,CG4395,Dmel\hec,
FBgn0000346,comatose,CG1618,Dmel\comt,"dNSF1, com, NSF, dNSF-1, dNSF"
FBgn0030465,,CG15743,Dmel\CG15743,
FBgn0030466,,CG15744,Dmel\CG15744,CT35992
FBgn0030468,,CG1622,Dmel\CG1622,
FBgn0040309,thioredoxin peroxidase 1,CG1633,Dmel\Jafrac1,"DPx-4783, DPx4783, dPrx1, Jafrac, Peroxiredoxin 1"
FBgn0052636,long non-coding RNA:CR32636,CR32636,Dmel\lncRNA:CR32636,
FBgn0030474,,CG15747,Dmel\CG15747,
FBgn0030477,doublesex-Mab related 11E,CG15749,Dmel\dmrt11E,
FBgn0030478,,CG1640,Dmel\CG1640,
FBgn0030480,Tim9a,CG1660,Dmel\Tim9a,
FBgn0030481,,CG1662,Dmel\CG1662,
FBgn0030482,,CG1673,Dmel\CG1673,
FBgn0030484,Glutathione S transferase T4,CG1681,Dmel\GstT4,
FBgn0030486,SET domain containing 2,CG1716,Dmel\Set2,"dHypb, dSet2"
FBgn0030492,,CG15754,Dmel\CG15754,
FBgn0030493,,CG15756,Dmel\CG15756,
FBgn0030494,Cuticular protein 12A,CG15757,Dmel\Cpr12A,
FBgn0030495,,CG11816,Dmel\CG11816,
FBgn0030485,,CG1998,Dmel\CG1998,
FBgn0030483,,CG12725,Dmel\CG12725,
FBgn0030479,Rbp1-like,CG1987,Dmel\Rbp1-like,
FBgn0010198,Ribosomal protein S15Aa,CG2033,Dmel\RpS15Aa,RpS15A
FBgn0030467,,CG1764,Dmel\CG1764,
FBgn0052631,,CG32631,Dmel\CG32631,
FBgn0052633,,CG32633,Dmel\CG32633,
FBgn0030499,,CG11178,Dmel\CG11178,
FBgn0030501,BthD selenoprotein,CG11177,Dmel\BthD,SelH
FBgn0030503,Transport and Golgi organization 2,CG11176,Dmel\Tango2,
FBgn0030505,NFAT nuclear factor,CG11172,Dmel\NFAT,"EP1335, Misexpression Suppressor of Ras 1, MESR1, Rel domain protein"
FBgn0030507,,CG11164,Dmel\CG11164,
FBgn0030508,,CG15760,Dmel\CG15760,
FBgn0030509,,CG11162,Dmel\CG11162,
FBgn0030511,,CG11158,Dmel\CG11158,
FBgn0002878,mutagen-sensitive 101,CG11156,Dmel\mus101,"fs(1)K451, mus(1)101, mus-101, TOPBP1"
FBgn0030518,,CG11134,Dmel\CG11134,
FBgn0030519,,CG11151,Dmel\CG11151,
FBgn0020909,Rtc1,CG11130,Dmel\Rtc1,
FBgn0030528,,CG11095,Dmel\CG11095,
